Project Title,Application ID,Project Start Date,Project End Date,Funding Mechanism,Fiscal Year,Total Cost,Total Cost (Sub Projects),Funding IC(s),Direct Cost IC,InDirect Cost IC,Total Cost IC
Structure/Function of Human Papillomavirus Oncoproteins,6422780,4/1/2002 0:00,3/31/2007 0:00,Non-SBIR/STTR,2002,402558, ,NCI, , ,402558
Timing of Dietary Exposures and Breast Cancer Risk,6422821,9/19/2001 0:00,4/30/2003 0:00,Other,2001,114328, ,NCI, , ,114328
MECHANISM OF HPV E2 MEDIATED CELLULAR GROWTH SUPPRESSION,6423627,5/1/1998 0:00,2/28/2003 0:00,Non-SBIR/STTR,2001,72608, ,NCI, , ,72608
MECHANISMS OF DRUG RESISTANCE IN SOFT TISSUE SARCOMA,6424524,3/1/2001 0:00,2/28/2002 0:00,Non-SBIR/STTR,2001, ,230631, , , , 
MOLECULAR PATHOLOGY OF SYNOVIAL SARCOMA,6424530,3/1/2001 0:00,2/28/2002 0:00,Non-SBIR/STTR,2001, ,230631, , , , 
Stabilization of MDM2 by mutant p53,6430175,7/1/2002 0:00,6/30/2006 0:00,Non-SBIR/STTR,2002,241063, ,NCI, , ,241063
MECHANISMS OF G2 / M CELL CYCLE CHECKPOINT CONTROLS,6430331, , ,Intramural Research,2000, , , , , , 
Mechanism of Apoptosis by Par4,6431200,9/30/1995 0:00,12/31/2006 0:00,Non-SBIR/STTR,2002,296840, ,NCI, , ,296840
CELLULAR RESPONSES TO STRESS IN NORMAL AND AGED CELLS,6431487, , ,Intramural Research,2000, , , , , , 
Genetic Epidemiological Studies of Oral Cancer,6432037, , ,Intramural Research,2000, , , , , , 
"ION CHANNELS, RECEPTORS AND SECOND MESSENGERS IN THE NERVOUS SYSTEM",6432098, , ,Intramural Research,2000, , , , , , 
Pathogenic Factors and Determinants of Prognosis in Patients with Gastrinomas,6432153, , ,Intramural Research,2000, , , , , , 
INSULIN-LIKE GROWTH FACTOR BINDING PROTEINS,6432168, , ,Intramural Research,2000, , , , , , 
Clinically Aggressive Thyroid Cancer: Molecular Basis and Treatment Outcome,6432169, , ,Intramural Research,2000, , , , , , 
ELUCIDATION OF THE STRUCTURE AND FUNCTION OF SIGMA RECEPTORS,6432188, , ,Intramural Research,2000, , , , , , 
Mechanism(s) of Leukemogenesis in Genetically-Altered Mouse Models,6432229, , ,Intramural Research,2000, , , , , , 
MOLECULAR ANALYSIS OF CELL CYCLE CONTROL DURING CARCINOGENESIS,6432231, , ,Intramural Research,2000, , , , , , 
Application of Transgenic Models for Toxicological Characterization,6432250, , ,Intramural Research,2000, , , , , , 
CARBONYL SULFIDE CLEAN AIR ACT STUDIES,6432257, , ,Intramural Research,2000, , , , , , 
Carotenoid/Retinoid Modulation of Cellular Redox/Cancer,6432261, , ,Intramural Research,2000, , , , , , 
GENETIC ALTERATIONS DURING MULTISTEP CARCINOGENESIS IN MICE AND HUMANS,6432265, , ,Intramural Research,2000, , , , , , 
MECHANISM OF CARCINOGENS--GENETIC ALTERATIONS IN RODENT AND HUMAN TUMORS,6432267, , ,Intramural Research,2000, , , , , , 
IDENTIFICATION OF BIOACTIVE ISOFORMS OF P53 PROTEIN,6432268, , ,Intramural Research,2000, , , , , , 
Risk Factors for Cell Transformation and the Role of Apoptosis,6432272, , ,Intramural Research,2000, , , , , , 
Growth Factors and Inflammatory Mediators in Arsenic-Induced Toxicity,6432284, , ,Intramural Research,2000, , , , , , 
EXPOSURE SPECIFIC MUTATION IN CRITICAL TARGET GENES,6432336, , ,Intramural Research,2000, , , , , , 
HUMAN GENOME CLONING AND ISOLATION OF SPECIFIC DNAS IN YEAST,6432378, , ,Intramural Research,2000, , , , , , 
ISOLATION AND CHARACTERIZATION OF HUMAN GENES AFFECTING CHROMOSOME METABOLISM,6432384, , ,Intramural Research,2000, , , , , , 
MODEL SYSTEMS TO EVALUATE TRANSPOSITION IN EUKARYOTIC CELLS,6432388, , ,Intramural Research,2000, , , , , , 
Developmental of New Hormone Responsive Models from cancer Cells,6432406, , ,Intramural Research,2000, , , , , , 
DRUG DELIVERY TECHNIQUES,6432906, , ,Intramural Research,2000, , , , , , 
Imidodipeptides and Amino Acid Metabolites in Cell Regulation and Carcinogenesis,6432983, , ,Intramural Research,2000, , , , , , 
T-Cell Antigen Recognition and Tumor Antigens ,6432987, , ,Intramural Research,2000, , , , , , 
Gene Regulation and Function: The B-ZIP Proteins ,6433011, , ,Intramural Research,2000, , , , , , 
Oncogenesis in Animal Models of Human Cancers ,6433023, , ,Intramural Research,2000, , , , , , 
Analysis of Pathways that Suppress or Accelerate Premalignant Progression and Ma,6433026, , ,Intramural Research,2000, , , , , , 
Molecular Epidemiology of Human Cancer ,6433029, , ,Intramural Research,2000, , , , , , 
T-cell Transformation by Oncoviruses ,6433047, , ,Intramural Research,2000, , , , , , 
Aquisition of Genomic Alterations During Mammary Gland Cancer Induction in Rats ,6433060, , ,Intramural Research,2000, , , , , , 
Transgenic Models for Cooperation of c-myc and Growth Factors in Tumorigenesis ,6433061, , ,Intramural Research,2000, , , , , , 
Mutational and Functional Analysis of the p53 Tumor Suppressor Gene ,6433066, , ,Intramural Research,2000, , , , , , 
Cell Cycle Control and Tumor Suppressors ,6433067, , ,Intramural Research,2000, , , , , , 
Molecular Biology of Cellular Injury ,6433079, , ,Intramural Research,2000, , , , , , 
New strategies for drug discovery: Gene expression profiling and bioinformatics ,6433081, , ,Intramural Research,2000, , , , , , 
Regulation of Gene Activity ,6433085, , ,Intramural Research,2000, , , , , , 
Genetically Engineered Mice as Models to Study Receptor Tyrosine Kinase Function,6433107, , ,Intramural Research,2000, , , , , , 
Genetic Effects on Infectious Disease ,6433114, , ,Intramural Research,2000, , , , , , 
Laboratory and Clinical Translational Studies of Drug Resistance ,6433119, , ,Intramural Research,2000, , , , , , 
Lymphoma Studies ,6433122, , ,Intramural Research,2000, , , , , , 
Molecular analysis of growth regulation ,6433133, , ,Intramural Research,2000, , , , , , 
The Role of Tobacco-Related Chemical Carcinogens and Oxyradicals in Human Cancer,6433193, , ,Intramural Research,2000, , , , , , 
DNA Repair ,6433225, , ,Intramural Research,2000, , , , , , 
Biologic Specimen Bank for Early Lung Cancer Markers in Chinese Tin Miners ,6433262, , ,Intramural Research,2000, , , , , , 
Epidemiology of Oncogenic Viruses ,6433270, , ,Intramural Research,2000, , , , , , 
Studies of Atomic Bomb Survivors ,6433299, , ,Intramural Research,2000, , , , , , 
Molecular Genetic Epidemiology of Primary Hepatocellular Carcinoma ,6433304, , ,Intramural Research,2000, , , , , , 
Molecular Pathology of Pulmonary Carcinogenesis ,6433315, , ,Intramural Research,2000, , , , , , 
The Molecular Genetics of Gynecologic Cancers ,6433320, , ,Intramural Research,2000, , , , , , 
"Antigen-specific T-cell activation, application to vaccines for Cancer and AIDS ",6433339, , ,Intramural Research,2000, , , , , , 
Nitroxides as Protectors Against Oxidative Stress ,6433348, , ,Intramural Research,2000, , , , , , 
Role of HSP90 Family Chaperone Proteins in Cellular Signal Transduction ,6433418, , ,Intramural Research,2000, , , , , , 
Analysis of p53 regulation in neuroblastoma cell lines ,6433426, , ,Intramural Research,2000, , , , , , 
Molecular Intervention in Thoracic Malignancies ,6433428, , ,Intramural Research,2000, , , , , , 
Identification of mechanisms and consequences of chromosomal aneuploidy and chro,6433451, , ,Intramural Research,2000, , , , , , 
Mechanisms of Induction of Skin Cancers By UV Light,6433920,7/1/1988 0:00,3/31/2005 0:00,Non-SBIR/STTR,2002,213750, ,NCI, , ,213750
Mechanisms of Growth Inhibition by Helicobacter Pylori,6434556,9/30/2001 0:00,8/31/2003 0:00,Non-SBIR/STTR,2001,75500, ,NIMHD, , ,75500
DETERMINATION OF GENETIC ALTERATIONS & PROGNOSTIC MARKER,6435308, , ,Intramural Research,2000, , , , , , 
A PHASE I/II STUDY OF A VACCINIA-HPV RECOMBINANT,6435317, , ,Intramural Research,2000, , , , , , 
MOLECULAR PATHOGENESIS OF MULTIPLE MYELOMA,6435498, , ,Intramural Research,2000, , , , , , 
Role of 53BP1 during the DNA damage response,6435556,4/1/2002 0:00,3/31/2007 0:00,Non-SBIR/STTR,2002,259966, ,NIGMS, , ,259966
Oncogenes and loss of ER in a new p53 breast tumor model,6435646,5/10/1989 0:00,6/30/2007 0:00,Non-SBIR/STTR,2002,302450, ,NCI, , ,302450
Role of IGFBP -3 in mediating p53-induced apoptosis,6435658,8/15/2002 0:00,6/30/2007 0:00,Other Research-Related,2002,131652, ,NIDDK, , ,131652
NEW METHODS FOR CANCER DETECTION,6436102,3/1/1997 0:00,7/31/2002 0:00,Non-SBIR/STTR,2001,275197, ,NCI, , ,275197
HPV AND CELL CYCLE DYSREGULATION IN ORAL CANCER,6438175,4/1/1998 0:00,3/31/2003 0:00,Non-SBIR/STTR,2001, ,131308, , , , 
CYCLIN D1 AND GENETIC MODEL OF ORAL CARCINOGENESIS,6438176,4/1/1998 0:00,3/31/2003 0:00,Non-SBIR/STTR,2001, ,182133, , , , 
CHILDHOOD SOLID TUMORS,6438561,8/1/1978 0:00,6/30/2002 0:00,Non-SBIR/STTR,2001,50000, ,NCI, , ,50000
Regulation of p21 induction by butyrate in colonic cells,6439367,4/1/2002 0:00,3/31/2004 0:00,Non-SBIR/STTR,2002,75200, ,NCI, , ,75200
Growth Inhibition by the ARF Tumor Suppressor,6439385,4/1/2002 0:00,3/31/2007 0:00,Non-SBIR/STTR,2002,258481, ,NCI, , ,258481
P53 GENE AND CHEMOSENSITIVITY,6440480,7/3/2000 0:00,6/30/2001 0:00,Non-SBIR/STTR,2001, ,285821, , , , 
Role of E6-AP in the Development of Prostate Cancer,6442101,9/30/2001 0:00,8/31/2005 0:00,Non-SBIR/STTR,2001,225750, ,NIDDK, , ,225750
VIROLOGIC/GENETIC FACTORS OF HPV NEOPLASMS,6442268,4/10/1987 0:00,3/31/2006 0:00,Non-SBIR/STTR,2001, ,280718, , , , 
Tumor Suppressors in Spontaneous and UV-Induced Melanoma Models,6442487,3/1/2001 0:00,2/28/2002 0:00,Non-SBIR/STTR,2001, ,243335, , , , 
Genotoxic effects,6442527,4/1/2001 0:00,3/31/2002 0:00,Non-SBIR/STTR,2001, ,73465, , , , 
CORE--MOLECULAR EPIDEMIOLOGY AND ECOGENETICS,6442961,4/1/1996 0:00,3/31/2006 0:00,Research Centers,2001, ,117873, , , , 
Epigenetic effects on susceptibility to heavy metal & PAH induced DNA damage,6442969,4/1/2001 0:00,3/31/2002 0:00,Non-SBIR/STTR,2001, ,164076, , , , 
MOLECULAR STAGING AND SCREENING OF LUNG CANCER,6443296,3/1/1998 0:00,5/31/2003 0:00,Other Research-Related,2001,94543, ,NCI, , ,94543
ARSENIC BIOMARKER EPIDEMIOLOGY,6443890,4/1/2001 0:00,3/31/2002 0:00,Non-SBIR/STTR,2001, ,293470, , , , 
"Checkpoints, DNA repair & human carcinogenesis",6443925,4/1/2001 0:00,3/31/2002 0:00,Non-SBIR/STTR,2001, ,175236, , , , 
Immunoliposome-Mediated Gene Therapy for Prostate Cancer,6444304,3/1/1999 0:00,8/31/2004 0:00,SBIR/STTR,2002,317330, ,NCI, , ,317330
Snap-To-It PNA Arrays,6444802,5/1/2002 0:00,10/31/2003 0:00,SBIR/STTR,2002,196642, ,NCI, , ,196642
Targeting Stealth Liposome for Cancer Gene Therapy,6444919,6/1/2002 0:00,5/30/2003 0:00,SBIR/STTR,2002,138762, ,NCI, , ,138762
Transcription Factor P53 in Terminal Nephron Different,6445321,7/1/2002 0:00,6/30/2005 0:00,"Training, Individual",2002,50116, ,NIDDK, , ,50116
Suramin to Enchance Paclitaxel and Carboplatin in NSCLC,6446609,9/19/2001 0:00,8/31/2003 0:00,Non-SBIR/STTR,2001,330938, ,NCI, , ,330938
"ATM, P53, GADD45 AND P21 EFFECTS ON RECOMBINATION",6447049,6/1/1999 0:00,5/31/2004 0:00,Non-SBIR/STTR,2000,1533, ,NIEHS, , ,1533
MECHANISMS OF CELLULAR RADIOSENSITIVITY,6447054,5/1/2001 0:00,4/30/2002 0:00,Non-SBIR/STTR,2001, ,294139, , , , 
Nutritional Regulation of Catalase and Colorectal Cancer,6447246,9/30/2001 0:00,8/31/2003 0:00,Non-SBIR/STTR,2001,77996, ,NIEHS, , ,77996
"Oxidative mutagenesis:Iron, Ascorbic Acid and Genes",6447620,9/15/2001 0:00,8/31/2003 0:00,Non-SBIR/STTR,2001,74042, ,NIEHS, , ,74042
Biologic Activity of Lycopene,6447784,9/15/2001 0:00,8/30/2003 0:00,Non-SBIR/STTR,2001,80000, ,NIEHS, , ,80000
Validation of Biomarkers in Humans Exposed to PAHs,6448386,1/1/2002 0:00,12/31/2004 0:00,Non-SBIR/STTR,2002,252000, ,NIOSH, , ,252000
HORMONAL REGULATION OF BREAST CANCER,6449726,8/1/1978 0:00,1/31/2002 0:00,Non-SBIR/STTR,2001,43406, ,NCI, , ,43406
MALIGNANT COMPLICATIONS OF CHRONIC HEPATITIS C VIRUS,6449937,9/29/1999 0:00,7/31/2004 0:00,Non-SBIR/STTR,2001,50619, ,NCI, , ,50619
COLON CANCER PREVENTION PROGRAM PROJECT,6449970,9/30/1986 0:00,7/31/2005 0:00,Non-SBIR/STTR,2001,116994, ,NCI, , ,116994
DIHYDRODIOL DEHYDROGENASE AND PAH METABOLISM/ACTIVATION,6450180,3/1/1986 0:00,1/31/2003 0:00,Non-SBIR/STTR,2001,62024, ,NCI, , ,62024
Human Neurotropic JC Virus and CNS Diseases,6450522,3/4/2002 0:00,12/31/2006 0:00,Non-SBIR/STTR,2002,310367, ,NCI, , ,310367
P53 Biomaker and Intervention in Occupational Cancer,6451442,6/1/2002 0:00,5/31/2005 0:00,Non-SBIR/STTR,2002,157689, ,NIOSH, , ,157689
MOLECULAR EPIDEMIOLOGY OF OVARIAN CANCER,6451443,9/1/1998 0:00,6/30/2003 0:00,Non-SBIR/STTR,2001,21406, ,NCI, , ,21406
Melanoma in p16INK4a and p19ARF Deficient Mice,6452373,2/15/2002 0:00,8/31/2002 0:00,Other Research-Related,2002,104504, ,NCI, , ,104504
CELLULAR AND MOLECULAR TOXICITY IN HUMAN MAMMARY CELLS,6452775,6/1/2001 0:00,5/31/2002 0:00,Other Research-Related,2001, ,31452, , , , 
TUMOR SUPPRESSOR GENETICS OF MOUSE CHRMOSOME 11,6453010,5/11/2001 0:00,4/30/2002 0:00,Non-SBIR/STTR,2001, ,145657, , , , 
Radiation sensitivity/Apoptosis Induction in Cancer Cells--P53 Restoration,6454205,5/15/2001 0:00,4/30/2002 0:00,Non-SBIR/STTR,2001, ,279549, , , , 
DIFFERENTIAL TRANSCRIPTION FACTOR ACTIVATION BY H PYLORI,6454395,9/30/1997 0:00,9/29/2002 0:00,Non-SBIR/STTR,2001,1555, ,NIDDK, , ,1555
ARF MDM2 P53 TUMOR SUPPRESSION PATHWAY,6455750,8/1/2000 0:00,3/31/2006 0:00,Other Research-Related,2000,54318, ,NCI, , ,54318
Modeling the effects of INK4 alpha ARF loss on gliomas,6456862,8/1/2001 0:00,7/31/2004 0:00,Non-SBIR/STTR,2001,257447, ,NCI, , ,257447
Contributions of Akt to Glioblastoma Formation,6458159,4/1/2002 0:00,3/31/2007 0:00,Non-SBIR/STTR,2002,334028, ,NCI, , ,334028
Unique BRCA1 transcriptional response leading to repair,6458258,4/22/2002 0:00,3/31/2007 0:00,Non-SBIR/STTR,2002,317396, ,NCI, , ,317396
P53 function and apoptosis in melanoma,6459005,5/1/2001 0:00,4/30/2002 0:00,Non-SBIR/STTR,2001, ,312755, , , , 
HMG CoA REDUCTASE AND COX2 INHIBITORS IN COLON CANCER,6459102,4/1/2002 0:00,3/31/2007 0:00,Non-SBIR/STTR,2002,356556, ,NCI, , ,356556
"Metallothionein, Environment Insult and Bladder Cancer",6459490,4/1/2002 0:00,8/31/2002 0:00,Non-SBIR/STTR,2002,125099, ,NCI, , ,125099
ROLE OF CHROMOSOME 3 IN LUNG TUMORIGENESIS,6459537,5/1/2001 0:00,4/30/2003 0:00,Research Centers,2001, ,61783, , , , 
The Interplay Between the Repressor MDM2 and Coactivator,6459979,3/1/2002 0:00,2/28/2006 0:00,Non-SBIR/STTR,2002,268780, ,NCI, , ,268780
Vaccine Development for Oral Carcinoma,6462941,9/1/1997 0:00,8/31/2007 0:00,Non-SBIR/STTR,2002,926163, ,NIDCR, , ,926163
Cyclin Kinase Inhibitors as Molecular Targets for Cancer,6463655,4/1/2002 0:00,3/31/2004 0:00,Non-SBIR/STTR,2002,148375, ,NCI, , ,148375
MECHANISM OF PDGF INDUCED APOPTOSIS,6463740,7/15/1996 0:00,2/28/2002 0:00,Non-SBIR/STTR,2001,37250, ,NCI, , ,37250
"Gastric Cancer Prognosis--MSI, BAX, DCC, & p53 LOH",6463920,8/6/2001 0:00,7/31/2006 0:00,Non-SBIR/STTR,2001,283358, ,NCI, , ,283358
RANDOMIZED ADJUVANT THERAPY OF HEAD AND NECK CANCER,6464086,9/1/1998 0:00,8/31/2002 0:00,Non-SBIR/STTR,2000,152661, ,NCI, , ,152661
The role of Inil in chromatin  development and cancer,6464449,4/1/2002 0:00,3/31/2007 0:00,Non-SBIR/STTR,2002,346831, ,NCI, , ,346831
Function & Purification of the Fanconi Anemia Protein C*,6464948,7/1/2002 0:00,5/31/2007 0:00,Other Research-Related,2002,100845, ,NHLBI, , ,100845
P53 in BBD and Breast Cancer Risk: A Multicenter Cohort,6465679,5/1/2002 0:00,4/30/2007 0:00,Non-SBIR/STTR,2002,816422, ,NCI, , ,816422
Mechanistic Analyses of Protein Deacetylation,6465730,3/1/2002 0:00,2/28/2007 0:00,Non-SBIR/STTR,2002,244440, ,NIGMS, , ,244440
Molecular Alterations in Lobular/Ductal Breast Cancer,6465799,4/1/2002 0:00,3/31/2006 0:00,Non-SBIR/STTR,2002,369064, ,NCI, , ,369064
Development of Assays for DNA Damage Checkpoints,6465990,4/1/2002 0:00,3/31/2004 0:00,Non-SBIR/STTR,2002,156086, ,NCI, , ,156086
Mitotic Checkpoint Proteins in Tumorigenesis,6466338,7/18/2002 0:00,6/30/2007 0:00,Non-SBIR/STTR,2002,353143, ,NCI, , ,353143
Heat Shock Protein Function for Drug Discovery,6466716,5/1/2002 0:00,4/30/2004 0:00,Non-SBIR/STTR,2002,151500, ,NCI, , ,151500
P21 transcriptional inhibitors as proapoptotic compounds,6466727,9/6/2002 0:00,8/31/2004 0:00,Non-SBIR/STTR,2002,155870, ,NCI, , ,155870
SELECTIVE RETINOIDS FOR BREAST CANCER THERAPY,6468381,5/1/1991 0:00,11/30/2004 0:00,Non-SBIR/STTR,1999,250155, ,NCI, , ,250155
"P27Kipl deficiency, potential promoter of carcinogenesis",6469160,4/1/2002 0:00,3/31/2004 0:00,Non-SBIR/STTR,2002,77935, ,NCI, , ,77935
ALTERATION OF NAD METABOLISM BY CHEMICAL CARCINOGENS,6469170,4/1/1986 0:00,6/30/2003 0:00,Non-SBIR/STTR,2000,235867, ,NCI, , ,235867
Function of MDM2 and its Alternatively spliced Isoforms,6469446,3/5/2002 0:00,2/28/2007 0:00,Non-SBIR/STTR,2002,213275, ,NCI, , ,213275
Polyoma Virus Disrupts ARF Signaling to p53,6469893,4/1/2002 0:00,3/31/2007 0:00,Non-SBIR/STTR,2002,300625, ,NCI, , ,300625
KILLER/DR5 APOPTOSIS IN DNA DAMAGE SENSITIVE CELLS,6470071,6/29/2001 0:00,5/31/2002 0:00,Non-SBIR/STTR,2001, ,140673, , , , 
MECHANISMS OF CARCINOGENESIS INVOLVING WILD-TYPE,6470202,4/1/1996 0:00,3/31/2002 0:00,Non-SBIR/STTR,2001,22035, ,NCI, , ,22035
A mouse model for UV-induced junctional melanoma,6471581,4/1/2002 0:00,3/31/2007 0:00,Non-SBIR/STTR,2002,338200, ,NCI, , ,338200
Molecular Pathobiology of Langerhans Cell Histiocytosis,6471618,4/1/2002 0:00,3/31/2003 0:00,Non-SBIR/STTR,2002,319692, ,NIAID, , ,319692
PROGRESSION OF THE TRANSFORMED PHENOTYPE,6471658,4/1/1984 0:00,11/30/2002 0:00,Non-SBIR/STTR,2001,48965, ,NCI, , ,48965
APOPTOSIS IN ORAL CANCER,6471777,8/1/2000 0:00,7/31/2002 0:00,Research Centers,2001, ,103677, , , , 
Diet and Somatic Mutations in Colon Cancer,6471825,8/1/1995 0:00,8/31/2007 0:00,Non-SBIR/STTR,2002,1035013, ,NCI, , ,1035013
Natural Product Antitumor Inducers of Apoptosis,6472057,9/6/2002 0:00,8/31/2005 0:00,Non-SBIR/STTR,2002,228321, ,NCI, , ,228321
MOLECULAR PATHOLOGY OF ORAL NEOPLASMS WITH HPV INFECTION,6472274,8/1/2000 0:00,1/31/2002 0:00,Research Centers,2001, ,268419, , , , 
ROLE OF NUTRITIONAL AND OTHER FACTORS IN ETIOLOGY OF ORAL CANCER,6472275,8/1/2000 0:00,1/31/2002 0:00,Research Centers,2001, ,268419, , , , 
Nitroaromatics and Breast Cancer,6472303,7/1/1983 0:00,3/31/2006 0:00,Non-SBIR/STTR,2001,107999, ,NCI, , ,107999
MOLECULAR MECHANISMS OF DIET-INDUCED CARCINOGENESIS,6472497,4/1/2002 0:00,3/31/2007 0:00,Non-SBIR/STTR,2002,295119, ,NCI, , ,295119
PROSPECTIVE STUDY OF DIET AND COLORECTAL NEOPLASIA,6472765,8/23/1991 0:00,3/31/2006 0:00,Non-SBIR/STTR,2001, ,279549, , , , 
TGFBeta1 signaling and radiation response in pancreas CA,6473001,3/1/2002 0:00,2/28/2005 0:00,Non-SBIR/STTR,2002,240136, ,NCI, , ,240136
MOLECULAR MECHANISMS OF GROWTH CONTROL--PROSTATE CANCER,6473201,9/30/1992 0:00,3/31/2002 0:00,Non-SBIR/STTR,2001,42971, ,NCI, , ,42971
Methylation and Oxidation in Breast Cancer Epidemiology,6473202,6/1/2002 0:00,5/31/2006 0:00,Non-SBIR/STTR,2002,691138, ,NCI, , ,691138
"p53-independent Role of MDM2, TGFb Resistance and Cancer",6473318,3/1/2002 0:00,2/28/2007 0:00,Non-SBIR/STTR,2002,329656, ,NCI, , ,329656
Investigation of xrcc5 Mutant Mice,6473340,7/7/1997 0:00,3/31/2006 0:00,Non-SBIR/STTR,2002,259509, ,NCI, , ,259509
Molecular Markers as Predictors of Outcome in Gliomas,6473792,9/1/1998 0:00,3/31/2006 0:00,Non-SBIR/STTR,2002,346888, ,NINDS, , ,346888
P63 IN EPITHELIAL CELL PROLIFERATION AND DIFFERENTIATION,6473842,2/9/2000 0:00,1/31/2005 0:00,Non-SBIR/STTR,2001,108360, ,NCI, , ,108360
EUKARYOTIC DNA ALKYLATION REPAIR,6474001,7/2/1991 0:00,2/28/2005 0:00,Non-SBIR/STTR,2001,420429, ,NCI, , ,420429
STRUCTURAL FEATURES OF PAPILLOMAVIRUS E6 ONCOPROTEINS,6474099,2/1/2000 0:00,1/31/2005 0:00,Non-SBIR/STTR,2001,71399, ,NCI, , ,71399
NORTHERN CALIFORNIA COOPERATIVE FAMILY REGISTRY,6474301,9/30/1995 0:00,11/30/2006 0:00,Non-SBIR/STTR,2001,105708, ,NCI, , ,105708
Regulation of Astrocytoma Growth,6474424,4/15/2002 0:00,3/31/2005 0:00,Non-SBIR/STTR,2002,252201, ,NINDS, , ,252201
E2F-1 Cancer Gene Therapy,6474625,9/1/2002 0:00,8/31/2006 0:00,Non-SBIR/STTR,2002,237741, ,NCI, , ,237741
GENETIC MANIPULATION OF TUMOR RADIORESISTANCE,6475011,8/1/2001 0:00,7/31/2003 0:00,Non-SBIR/STTR,2001, ,184121, , , , 
RADIOSENSITIZATION OF MALIGNANT GLIOMAS BY VIRAL TRANSDUCTION WITH WILD-TYPE P53,6475012,8/1/2001 0:00,7/31/2003 0:00,Non-SBIR/STTR,2001, ,184121, , , , 
MECHANISMS REGULATING REVERSAL OF PREMALIGNANCY,6475807,12/15/2000 0:00,11/30/2005 0:00,Non-SBIR/STTR,2002,209520, ,NCI, , ,209520
RAPAMYCIN INDUCED SELECTIVE APOPTOSIS IN MALIGNANT CELLS,6475815,12/1/1998 0:00,6/30/2003 0:00,Non-SBIR/STTR,2002,225703, ,NCI, , ,225703
REGULATION OF P53 FUNCTION BY BRCA1 TUMOR SUPPRESSOR,6475830,12/11/1998 0:00,6/30/2004 0:00,Non-SBIR/STTR,2002,195801, ,NCI, , ,195801
CANCER-RELATED GLYCOLYTIC GENE--REGULATION/TARGETING,6475839,12/11/1998 0:00,11/30/2003 0:00,Non-SBIR/STTR,2002,245162, ,NCI, , ,245162
ADENOVIRUS BASED P53 GENE THERAPY FOR OVARIAN CANCER,6475842,12/8/1998 0:00,11/30/2003 0:00,Non-SBIR/STTR,2002,114527, ,NCI, , ,114527
"HIGH THROUGHPUT, HIGH RESOLUTION DNA SEQUENCING",6475854,5/1/1999 0:00,11/30/2003 0:00,SBIR/STTR,2002,656094, ,NCI, , ,656094
FUNCTIONAL ANALYSIS OF THE E6AP UBIQUITIN PROTEIN LIGASE,6475879,12/29/1994 0:00,11/30/2004 0:00,Non-SBIR/STTR,2002,426641, ,NCI, , ,426641
P53 AND ATM CHECKPOINTS IN THYMIC LYMPHOMA SUPPRESSION,6475882,7/4/1995 0:00,11/30/2005 0:00,Non-SBIR/STTR,2002,331751, ,NCI, , ,331751
NORTHERN CALIFORNIA COOPERATIVE FAMILY REGISTRY,6475884,9/30/1995 0:00,11/30/2005 0:00,Non-SBIR/STTR,2002,2785121, ,NCI, , ,2785121
HUMAN MAMMARY EPITHELIAL CELL IMMORTALIZATION,6475898,12/12/1997 0:00,11/30/2002 0:00,Non-SBIR/STTR,2002,241342, ,NCI, , ,241342
DEFECTIVE DNA MISMATCH REPAIR IN ENDOMETRIAL CANCERS,6475904,5/1/1997 0:00,11/30/2004 0:00,Non-SBIR/STTR,2002,308000, ,NCI, , ,308000
G2 CHECKPOINT CONTROL IN TRANSFORMED HUMAN CELLS,6475915,12/1/1998 0:00,11/30/2003 0:00,Non-SBIR/STTR,2002,285367, ,NCI, , ,285367
BRCAL AND P21 IN CELL CYCLING,6475920,1/7/1998 0:00,11/30/2002 0:00,Non-SBIR/STTR,2002,231466, ,NCI, , ,231466
INHIBITION OF PROSTATE CANCER CELL GROWTH BY VITAMIN D,6475932,12/24/1998 0:00,11/30/2003 0:00,Non-SBIR/STTR,2002,232840, ,NCI, , ,232840
MECHANISM OF P53 DEPENDENT APOPTOSIS,6475940,12/5/1997 0:00,11/30/2002 0:00,Non-SBIR/STTR,2001,18806, ,NCI, , ,18806
AFB1 AND P53 CARCINOGENESIS IN HBSAG TRANSGENIC MICE,6475945,12/15/1998 0:00,2/15/2003 0:00,Non-SBIR/STTR,2002,219125, ,NCI, , ,219125
PROTEIN KINASE C AND THYROID CELL APOPTOSIS,6476090,4/1/2000 0:00,11/30/2002 0:00,Other Research-Related,2002,97103, ,NIDDK, , ,97103
THE MOLECULAR BIOLOGY OF RETINOBLASTOMA,6476290,2/1/1999 0:00,11/30/2004 0:00,Non-SBIR/STTR,2002,324000, ,NEI, , ,324000
INDUCTION OF APOPTOTIC PATHWAY IN CANCER CELL LINES,6477438,7/1/2001 0:00,6/30/2002 0:00,Other Research-Related,2001, ,48533, , , , 
Analysis of Group I and II Introns in Mammalian Cells,6477880,9/30/1995 0:00,3/31/2006 0:00,Non-SBIR/STTR,2002,331296, ,NIGMS, , ,331296
Role of Receptor Tyrosine Kinases in Gliomagenesis,6478214,7/30/2001 0:00, ,"Training, Individual",2001,40196, ,NCI, , ,40196
Function of the p53 tumor-suppressor in C.elegans,6478532,4/1/2002 0:00,3/31/2007 0:00,Non-SBIR/STTR,2002,311629, ,NCI, , ,311629
